index,recommend,content,datetime
49,True,정말재미있는게임여러분이거꼭하세요안하고죽으면정말아까움,2025-07-11 16:05:27
50,True,카트로 친구 치고다니며 머리들고 드리블하는 재미,2025-07-11 14:14:23
51,True,재미있음,2025-07-11 13:38:48
52,True,굿!,2025-07-11 13:03:52
53,False,업데이트 이후로 핑이 200넘는다.,2025-07-11 13:02:39
54,True,ggggggggggggggggggggggggggggggggggggggggggggggg,2025-07-11 12:11:01
55,False,"어린 아이들, 특히 중국 어린아이들이 일부러 팀원을 괴롭히고 죽이면서 조롱함. 이러라고 게임 만들어놨나 ㅋㅋㅋㅋ 열받아서 지움. 친구들끼리만 할꺼아니면 애초에 다운받지 마라. 솔큐는",2025-07-11 11:39:46
56,True,리썰라이크는 처음 해보는데 재밌네여,2025-07-11 11:36:27
57,True,레포 합니다,2025-07-11 10:52:05
58,True,리썰보다 재밌음,2025-07-11 10:45:01
59,True,혼자하면 무섭고 어렵지만 친구들이랑 하면 졸라 무섭고 빡치고 어렵고 물건 다 깨부수고 ㅈ같고 그냥 ㅅㅂ 혼자하세요 친구랑 하다가 암걸려서 뒤지지말고,2025-07-11 06:48:28
60,True,ggg,2025-07-11 05:56:55
61,True,"짭 리썰인 줄 알았는데 리썰과는 다른 재미가 있구요
무엇보다 플레이어 캐릭터들이 너무 귀여워요",2025-07-11 05:00:02
62,True,재밌당,2025-07-10 17:40:05
63,True,쏘구다,2025-07-10 16:56:27
64,True,그만 깨뜨려 그만 숨어 일해 그만 때려 그만 쫄아 그만 떠들어,2025-07-10 14:51:38
65,True,깃털 슈웅,2025-07-10 14:21:19
66,True,오르르르르르르,2025-07-10 13:43:15
67,True,너무 재밌쒀~~~~~~,2025-07-10 10:51:14
68,True,잡음도 듣고 쫒아온다,2025-07-10 09:20:21
69,True,"네? R.E.P.O.가 재미가 없다구요?
진짜루요????
진심으로??????
그럼 녹즙아저씨를 찾아오세요!
도파민 증가율 58000% 보장
전 클리어보다 여러분의 기분을 책임지는 바드로 활동중이랍니다 ㅎㅎ",2025-07-10 07:28:43
70,True,ㅈ망겜,2025-07-10 06:47:33
71,True,괴물보다 무서운건 다이아 들고가는데 알짱거리는 친구놈,2025-07-10 06:33:49
