appid,게임제목,장르,유통사,출시일,가격,PC_최소사양,상세설명
960170,DJMAX RESPECT V,"액션, 캐주얼, 스포츠",NEOWIZ,2020-03-11,"₩ 49,800","최소:
64비트 프로세서와 운영 체제가 필요합니다
운영 체제 *:
 Windows 7, 8.1, 10 (64bit)
프로세서:
 Intel Core 2 Duo E8400 3.0GHz AMD Athlon 64 X2 6000+ 3.0GHz
메모리:
 4 GB RAM
그래픽:
 Nvidia® GTX 460 or AMD HD 5850 or better
DirectX:
 버전 11
네트워크:
 초고속 인터넷 연결
저장 공간:
 100 GB 사용 가능 공간","최고의 인기 리듬게임 “DJMAX” 드디어 STEAM 출시!!
DJMAX 시리즈의 최신작 'DJMAX RESPECT'가 더 발전된 모습으로 스팀에 첫 발을 내딛습니다. 
[폭넓은 음악 장르]
Pop, Rock, Electronic 장르는 물론 Ambient, Jazz, Easy Listening 까지! 
DJMAX에는 보다 폭 넓은 장르의 음악을 감상하고 플레이할 수 있습니다. 
[전용 뮤직비디오]
 
FULL HD 해상도의 유려한 뮤직비디오 제공! 
오직 DJMAX에서만 만나볼 수 있습니다. 
[다양한 아티스트와 새로운 아티스트]
 
BEXTER, ND LEE, Paul Bazooka, makou 등 DJMAX시리즈 인기 아티스트의 곡과 더불어 
Marshmello, Porter Robinson, 그리고 Yukika.등의 곡을 즐길 수 있습니다. 
오직 DJMAX RESPECT V 에서만!! 
[신규 모드 AIR 소개]
어떤 곡을 플레이 할지 고민할 필요가 없습니다. 
채널마다 자동으로 재생되는 음악에 맞춰 때로는 연주를, 때로는 감상을! 
새롭게 선보이는 AIR 모드에서 음악과 함께하는 코멘트를 통해 전세계 사용자와 소통해보세요.
※ 가족공유에 대하여 
본 게임의 가족공유는 본편 패키지만 지원됩니다. DLC의 경우는 가족공유가 지원되지 않습니다. DLC를 사용하기 위해서는 DJMAX RESPECT V 패키지를 소유하고 있어야 합니다."
