appid,게임제목,유통사,출시일,가격,PC_최소사양,상세설명
400,Portal,Valve,2007-10-10,"₩ 11,000","최소 사양: 
1.7GHz 프로세서, 512MB RAM, DirectX® 8.1 지원 그래픽 카드(SSE 지원 필요), Windows® 7(32/64비트)/Vista/XP, 마우스, 키보드, 인터넷 연결


권장 사양: 
펜티엄 4 프로세서(3.0GHz 이상), 1GB RAM, DirectX® 9 지원 그래픽 카드, Windows® 7(32/64비트)/Vista/XP, 마우스, 키보드, 인터넷 연결","포털은 Valve의 새로운 싱글플레이 게임입니다. 미스테리한 애퍼처 사이언스 연구소를 배경으로 하고 있는 포털은 특유의 혁신적이고 새로운 스타일로 각광받아왔으며 게이머들에게 또 하나의 독특한 재미를 선사할 것입니다.



					이 게임의 특징은 주어진 환경에서 문제를 해결하기 위해 완전히 새로운 방법으로 플레이어를 조작하는 것입니다.



					이는 Half-Life® 2에서 새로운 방법으로 물체를 옮겨 주어진 상황을 해결하는 혁신적인 중력건과 비슷한 개념입니다."
