appid,게임제목,유통사,출시일,가격,PC_최소사양,상세설명
2622380,ELDEN RING 밤의 통치자,"FromSoftware, Inc.",2025-05-29,"₩ 49,800","최소:
64비트 프로세서와 운영 체제가 필요합니다
운영 체제:
 Windows 10
프로세서:
 Intel Core i5-10600 / AMD RYZEN 5 5500
메모리:
 12 GB RAM
그래픽:
 NVIDIA GeForce GTX 1060 3GB / AMD Radeon RX 580 4GB
DirectX:
 버전 12
저장 공간:
 30 GB 사용 가능 공간
사운드카드:
 Windows compatible audio device","디럭스 에디션
본 상품은 「ELDEN RING 밤의 통치자」 게임 본편과 2025년 연내 발매 예정인 추가 DLC에 디지털 아트북+미니 사운드 트랙이 포함된 스페셜 팩입니다.
게임 정보
『ELDEN RING 밤의 통치자』는 ELDEN RING 세계관을 이용해 게임의 핵심 디자인을 재구축하여 플레이어에게 새로운 게임 체험을 전달하고자 하는 신작 어드벤처 게임입니다.
함께 맞서라
다른 플레이어와 협력해 다가오는 밤과 그 안에 숨은 위험에 맞서라.
영웅이 되어라
유니크한 스킬을 지닌 영웅들을 지휘하자. 강력한 영웅들이 팀이 되어 단결하면, 그 스킬 또한 강력한 상승효과를 일으킬 것이다. 
밤에 도전하라
게임 세션마다 변화하는, 토지를 지배하는 가차없는 환경의 위협을 이겨내고 그 밤의 장대한 보스를 물리치자!"
