,appid,게임제목,유통사,출시일,가격,PC_최소사양,상세설명
0,1172620,Sea of Thieves: 2025 Edition,Rare Ltd,2020-06-03,"₩ 39,900","최소:
64비트 프로세서와 운영 체제가 필요합니다
운영 체제:
 Windows 10 version 18362.0 or higher
프로세서:
 Intel i3 4170 @ 3.7 GHz or AMD FX-6300 @ 3.5 GHz
메모리:
 8 GB RAM
그래픽:
 Nvidia GeForce GTX 660 or AMD Radeon R9 270
DirectX:
 버전 11
네트워크:
 초고속 인터넷 연결
저장 공간:
 100 GB 사용 가능 공간","New This Season
플레임하트 선장의 군세가 힘을 모으고 있습니다! 뼈와 칼날의 서약단의 도움과 함께 고대 보물을 찾는 여정을 계속하세요!
사신의 뼈다귀가 점점 대담해져갑니다. 이젠 두려움을 모르는 해적들을 골라 회사의 사상 첫 항해에 내보내겠다는군요! 아울러 오랫동안 땅속에 잠들었던 병사들이 돌아와 이들을 돕고, 원하는 만큼 혼란을 부를 도구도 새로 주어진다고 합니다... 
호화로운 보상 수확
완전히 힘을 되찾은 플레임하트 선장과 함께! 플레임하트의 군세가 해적 군주 동맹에 반격을 가할 예정입니다! 사신의 뼈다귀가 여러 훈장을 새로 추가하며 일거리를 크게 늘렸습니다. 네, 이젠 사신의 뼈다귀 치장 아이템도 구비해 놨으니 보상으로 획득할 수 있단 얘기죠! 
아울러 선장들은 새로운 선장직 마일스톤을 올릴 수 있으며, 기존 마일스톤 항목에 새로 기록되는 수치도 확인할 수 있게 됩니다. 덕분에 사신의 뼈다귀에 얼마나 기여했는지, 바다에서의 무력행사에 얼마나 진심이었는지 직접 확인할 수 있습니다.  
분노의 대포 
늘 전장을 지배할 방법을 찾아다니는 사신들이 이번에는 분노의 상자를 이용하는 발상을 해냈다고 합니다. 덕분에 상자의 힘을 이용한 새로운 집중형 파괴 기구가 탄생할 수 있었습니다! 분노의 대포는 원하는 곳이 어디든지 간에 발포 가능한 휴대 및 배치형 무기입니다. 아, 과열되지 않게 주의해 주시고요! 
고대 비밀 탐색
이번 시즌은 사신의 뼈다귀가 첫 항해를 선보입니다! 고대 비밀 탐색은 전설 속 뼈와 칼날의 서약단의 사라진 스켈레톤 크루를 찾고, 이들과 함께 주어진 섬에서 고대인 장치를 파헤쳐야 하는 항해입니다. 그 과정에서 여러분은 새로운 동료와 힘을 합쳐 고대 팬텀을 물리쳐야 합니다. 고대 팬텀은 자신들의 잊힌 지식을 필사적으로 숨기려고 하고 있습니다. 팬텀을 뚫고 승리를 거머쥐세요! 
이번에는 난이도를 살짝 올렸는데요. 사신의 뼈다귀 항해에 나서면 배에 자동으로 사신의 표식 깃발이 걸립니다. 지도 테이블을 지켜보는 해적은 누구든 여러분의 위치를 볼 수 있다는 뜻이죠! 그러니 방해받지 않으려면 꼭 서둘러 주세요. 다른 크루에게 전리품을 내주고 싶지 않다면 싸울 준비도 단단히 해두시고요! 
즉석 스켈레톤 도우미 
뼈와 칼날의 서약단은 꼭 특정 항해가 아니더라도 여정 중에 만나볼 수 있습니다. 도적의 바다를 탐사하다 보면 온갖 곳에서 땅을 뚫고 튀어나온 이들의 뼈다귀 손을 볼 수 있을 텐데요. 그런 지점에서 삽을 꺼내 여러분을 도울 뼈다귀 병사를 파낼 수 있습니다. 
새로운 시즌 보상
새로운 시즌이 시작됨과 동시에, 100개에 달하는 명성 레벨을 올려 새로운 보상도 잠금 해제할 수 있습니다. 해적의 삶을 즐기면서 랭크도 올리고, 치장 아이템과 골드, 더블룬, 고대 코인도 손에 넣어보세요.
게임 정보
Sea of Thieves는 항해와 전투, 탐험과 약탈 등 모름지기 해적이라면 해야 할 모든 활동을 즐길 수 있는 게임입니다. 해적의 삶을 영위하면서 자신의 힘으로 전설의 자리에 올라보세요! 정해진 역할은 없습니다. 세계나 다른 플레이어를 대상으로 어떻게 대응할지 원하는 대로 선택하면 됩니다.
누군가와 함께하든 혼자서 떠나든, 공유 세계 모험에서 다른 크루와의 만남은 필연적인 부분입니다. 이들은 과연 친구일까요? 아니면 적일까요? 어떻게 대처할지는 여러분께 달렸습니다.
방대한 오픈 월드
오염되지 않은 섬, 그리고 바닷속 왕국까지. 방대한 오픈 월드를 마음껏 여행해 보세요. 퀘스트를 받아 사라진 전리품을 찾을 수도 있고, 무역 회사에서 명성을 쌓을 수도 있습니다. 팬텀, 오션 크롤러, 메갈로돈, 막강한 크라켄 등 다양한 적과 전투를 벌여보세요. 낚시를 즐겨도 좋고, 나만의 땅 속의 보물 지도를 만들어도 좋습니다. 수백 가지 부가 목표와 사이드 퀘스트를 완수하는 것도 나쁘지 않겠지요.
끝없이 성장하는 게임
Sea of Thieves는 3개월마다 새로운 게임 요소를 추가하는 시즌이 존재합니다. 또한 주기적으로 개최되는 게임 내 이벤트를 중심으로 끝없이 성장하면서 발전하는 서비스 기반 게임입니다. 주기적으로 제공되는 신규 무료 콘텐츠를 즐기시는 건 어떠신가요? 아니면 100개 레벨에 육박하는 시즌 명성을 쌓아 특별한 보상을 손에 넣을 수도 있습니다.
전설이 되다
전리품을 축적하고 평판을 쌓으며 전설의 해적을 향한 여정을 진행하세요. 심혈을 기울여 획득한 보상을 통해 고유한 스타일을 구축하는 것도 가능합니다. 모험가, 탐험가, 정복자. 여러분은 어떤 전설을 남기시겠습니까?
 
Sea of Thieves: Premium Edition
 
Premium Edition 구성품: 
Base Edition과 Deluxe Edition의 모든 콘텐츠 
끔찍한 어둠의 전쟁 대장장이 깃발, 선체, 선수상, 돛, 대포, 대포 불꽃, 캡스턴, 타륜, 수집가의 선수상, 수집가의 돛, 배 크레스트, 의상 세트 
해적 엠포리움에서 사용할 수 있는 고대 코인 1,000개
Sea of Thieves: Deluxe Edition
  
2025 Deluxe Edition 구성품: 
Base Edition의 모든 콘텐츠 
앵무새 모자, 재킷, 드레스, 부츠, 벨트, 바지, 장갑, 그리고 전초 기지에서 사용할 수 있는 10,000골드 
끔찍한 어둠의 전쟁 대장장이 권총, 나팔총, 천리안, 커틀러스, 더블 배럴 권총, 던지는 칼, 갈고리 총, 블로우파이프  
Sea of Thieves
2025 Base Edition 구성품:
게임 본편 
Sea of Thieves 오리지널 사운드트랙 – 2025 Edition, Sea of Thieves: Athena's Fortune 오디오북, Rough Guide to Sea of Thieves e북 등 추가 디지털 보너스* 
* Sea of Thieves /bonuses (웹사이트 로그인 필요) 또는 Steam을 통해 다운로드할 수 있습니다."
