appid,게임제목,장르,유통사,출시일,가격,PC_최소사양,상세설명
1172470,Apex 레전드™,"액션, 어드벤처, 무료 플레이",Respawn,2020-11-04,가격 정보 없음,"최소:
64비트 프로세서와 운영 체제가 필요합니다
운영 체제:
 64-bit Windows 10
프로세서:
 AMD FX 4350 or Equivalent, Intel Core i3 6300 or Equivalent
메모리:
 6 GB RAM
그래픽:
 AMD Radeon™ HD 7790, NVIDIA GeForce® GTX 950
DirectX:
 버전 12
네트워크:
 초고속 인터넷 연결
저장 공간:
 75 GB 사용 가능 공간
추가 사항:
 ~3.8GB for 1 localized language","Apex Legends: Prodigy
게임 정보
무료 플레이* 히어로 슈팅 게임 Apex 레전드에서 나만의 캐릭터로 전장을 점령하세요. 강력한 능력을 지닌 레전드 캐릭터들이 힘을 합쳐 프런티어의 변경에서 영예와 부를 차지하기 위한 전투에 뛰어드세요.
계속 추가되는 레전드, 깊이 있는 전술적 분대 플레이, 배틀 로얄 그 이상의 혁신을 경험하세요. 이 모든 것이 어떤 제약도 없는 거친 세계에서 펼쳐집니다. 새롭게 진화한 히어로 슈팅을 플레이하세요.
주요 특징
이 게임에는 무작위로 선정된 가상의 게임 내 아이템을 포함한 가상의 게임 내 아이템을 획득하는 데 사용할 수 있는 가상 화폐의 게임 내 구매 옵션이 포함되어 있습니다."
