appid,게임제목,장르,유통사,출시일,가격,PC_최소사양,상세설명
730,Counter-Strike 2,"액션, 무료 플레이",Valve,2012-08-21,가격 정보 없음,"최소:
운영 체제:
 Windows® 10
프로세서:
 쿼드 코어/스레드 4개 - Intel® Core™ i5 750 이상
메모리:
 8 GB RAM
그래픽:
 비디오 카드는 1GB 이상이어야 하며 셰이더 모델 5.0을 지원하는 DirectX 11과 호환되어야 합니다.
DirectX:
 버전 11
저장 공간:
 85 GB 사용 가능 공간","Counter-Strike는 20년이 넘는 시간 동안 전 세계 수백만 명의 플레이어가 모여 수준 높은 경쟁을 펼칠 수 있는 플랫폼을 제공해 왔습니다. 그리고 이제 곧 Counter-Strike 2와 함께 새로운 CS 시대의 막이 열립니다.
CS:GO의 무료 업그레이드 버전인 Counter-Strike 2는 Counter-Strike 역사상 가장 큰 기술적 도약을 이루어 냈습니다. Source 2 엔진으로 개발되었으며 사실적인 물리 기반 렌더링, 최첨단 네트워크, 업그레이드된 커뮤니티 창작마당 도구를 통해 현대적인 모습으로 재탄생했습니다.
Counter-Strike 2는 1999년 Counter-Strike가 개척한 고전적인 목표 중심 게임플레이 외에도 다음과 같은 기능을 제공합니다.
업데이트된 프리미어 모드와 함께 완전히 새로워진 CS 등급 시스템
전 세계 및 지역 순위표
대대적인 맵 업그레이드 및 전면 개편
역동적인 연막탄
틱 속도에 구애받지 않는 게임플레이
새롭게 디자인된 시각 효과 및 사운드
CS:GO의 모든 아이템을 CS2로 이전"
